event_id,source,source_row,equipment,component,event_type,severity,symptom,recommended_action,status,running_hours,ship_speed,lever_position,gt_shaft_torque_knm,gt_rpm,gas_generator_rpm,hp_turbine_exit_temp_c,compressor_outlet_temp_c,hp_turbine_exit_pressure_bar,compressor_outlet_pressure_bar,gt_exhaust_pressure_bar,fuel_flow_kg_s,compressor_decay,turbine_decay,text
sensor-779-compressor,data.csv,779,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,780,18.0,6.175,29794.371,2307.336,8833.351,789.836,673.853,2.5,13.251,1.03,0.695,0.953,0.983,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 780. Ship speed: 18.0 knots. GT RPM: 2307.336. Fuel flow: 0.695 kg/s. Compressor decay: 0.953. Turbine decay: 0.983."
sensor-780-compressor,data.csv,780,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,781,21.0,7.148,38980.455,2678.08,9134.925,844.385,697.602,2.961,15.551,1.035,0.893,0.953,0.983,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 781. Ship speed: 21.0 knots. GT RPM: 2678.08. Fuel flow: 0.893 kg/s. Compressor decay: 0.953. Turbine decay: 0.983."
sensor-781-compressor,data.csv,781,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,782,24.0,8.206,50997.661,3087.625,9319.639,941.764,739.482,3.571,18.471,1.041,1.218,0.953,0.983,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 782. Ship speed: 24.0 knots. GT RPM: 3087.625. Fuel flow: 1.218 kg/s. Compressor decay: 0.953. Turbine decay: 0.983."
sensor-782-compressor,data.csv,782,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,783,27.0,9.3,72768.895,3560.418,9781.246,1105.078,786.839,4.492,22.612,1.049,1.811,0.953,0.983,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 783. Ship speed: 27.0 knots. GT RPM: 3560.418. Fuel flow: 1.811 kg/s. Compressor decay: 0.953. Turbine decay: 0.983."
sensor-783-compressor,data.csv,783,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,784,3.0,1.138,4453.216,1416.086,6741.357,580.411,570.545,1.258,6.798,1.019,0.213,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 784. Ship speed: 3.0 knots. GT RPM: 1416.086. Fuel flow: 0.213 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-784-compressor,data.csv,784,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,785,6.0,2.088,6026.545,1350.796,6828.858,608.371,575.755,1.297,7.037,1.019,0.265,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 785. Ship speed: 6.0 knots. GT RPM: 1350.796. Fuel flow: 0.265 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-785-compressor,data.csv,785,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,786,9.0,3.144,8379.783,1386.761,7128.124,597.175,585.571,1.388,7.509,1.02,0.252,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 786. Ship speed: 9.0 knots. GT RPM: 1386.761. Fuel flow: 0.252 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-786-compressor,data.csv,786,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,787,12.0,4.161,14724.748,1547.469,7803.761,652.006,611.718,1.656,8.928,1.022,0.35,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 787. Ship speed: 12.0 knots. GT RPM: 1547.469. Fuel flow: 0.35 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-787-compressor,data.csv,787,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,788,15.0,5.14,21637.129,1924.327,8500.064,720.962,643.229,2.077,11.098,1.026,0.511,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 788. Ship speed: 15.0 knots. GT RPM: 1924.327. Fuel flow: 0.511 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-788-compressor,data.csv,788,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,789,18.0,6.175,29794.639,2307.322,8834.383,788.728,673.63,2.499,13.238,1.03,0.693,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 789. Ship speed: 18.0 knots. GT RPM: 2307.322. Fuel flow: 0.693 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-789-compressor,data.csv,789,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,790,21.0,7.148,38980.069,2678.078,9135.434,843.35,697.431,2.96,15.534,1.035,0.892,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 790. Ship speed: 21.0 knots. GT RPM: 2678.078. Fuel flow: 0.892 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-790-compressor,data.csv,790,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,791,24.0,8.206,50997.52,3087.625,9319.998,940.736,739.32,3.57,18.45,1.041,1.217,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 791. Ship speed: 24.0 knots. GT RPM: 3087.625. Fuel flow: 1.217 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-791-compressor,data.csv,791,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,792,27.0,9.3,72769.513,3560.426,9782.013,1104.192,786.7,4.49,22.585,1.049,1.809,0.953,0.984,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 792. Ship speed: 27.0 knots. GT RPM: 3560.426. Fuel flow: 1.809 kg/s. Compressor decay: 0.953. Turbine decay: 0.984."
sensor-792-compressor,data.csv,792,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,793,3.0,1.138,5031.919,1411.429,6741.138,596.215,572.763,1.276,6.898,1.019,0.233,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 793. Ship speed: 3.0 knots. GT RPM: 1411.429. Fuel flow: 0.233 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-793-compressor,data.csv,793,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,794,6.0,2.088,5863.959,1349.638,6830.668,603.536,575.006,1.291,7.003,1.019,0.26,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 794. Ship speed: 6.0 knots. GT RPM: 1349.638. Fuel flow: 0.26 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-794-compressor,data.csv,794,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,795,9.0,3.144,8379.862,1386.761,7130.71,596.36,585.422,1.388,7.502,1.02,0.251,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 795. Ship speed: 9.0 knots. GT RPM: 1386.761. Fuel flow: 0.251 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-795-compressor,data.csv,795,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,796,12.0,4.161,14724.784,1547.469,7805.776,651.123,611.557,1.656,8.919,1.022,0.349,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 796. Ship speed: 12.0 knots. GT RPM: 1547.469. Fuel flow: 0.349 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-796-compressor,data.csv,796,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,797,15.0,5.14,21637.166,1924.329,8500.974,719.985,643.047,2.077,11.087,1.026,0.509,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 797. Ship speed: 15.0 knots. GT RPM: 1924.329. Fuel flow: 0.509 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-797-compressor,data.csv,797,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,798,18.0,6.175,29794.922,2307.311,8835.415,787.624,673.409,2.499,13.224,1.03,0.692,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 798. Ship speed: 18.0 knots. GT RPM: 2307.311. Fuel flow: 0.692 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-798-compressor,data.csv,798,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,799,21.0,7.148,38979.685,2678.078,9135.941,842.318,697.261,2.959,15.517,1.035,0.89,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 799. Ship speed: 21.0 knots. GT RPM: 2678.078. Fuel flow: 0.89 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-799-compressor,data.csv,799,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,800,24.0,8.206,50997.436,3087.622,9320.357,939.712,739.159,3.57,18.429,1.041,1.215,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 800. Ship speed: 24.0 knots. GT RPM: 3087.622. Fuel flow: 1.215 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-800-compressor,data.csv,800,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,801,27.0,9.3,72770.231,3560.425,9782.776,1103.308,786.561,4.489,22.557,1.049,1.806,0.953,0.985,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 801. Ship speed: 27.0 knots. GT RPM: 3560.425. Fuel flow: 1.806 kg/s. Compressor decay: 0.953. Turbine decay: 0.985."
sensor-801-compressor,data.csv,801,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,802,3.0,1.138,5586.989,1405.811,6740.403,611.294,574.681,1.292,6.985,1.019,0.251,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 802. Ship speed: 3.0 knots. GT RPM: 1405.811. Fuel flow: 0.251 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-802-compressor,data.csv,802,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,803,6.0,2.088,5723.041,1348.661,6832.587,599.12,574.271,1.287,6.969,1.019,0.255,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 803. Ship speed: 6.0 knots. GT RPM: 1348.661. Fuel flow: 0.255 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-803-compressor,data.csv,803,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,804,9.0,3.144,8380.009,1386.762,7133.301,595.546,585.274,1.388,7.495,1.02,0.251,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 804. Ship speed: 9.0 knots. GT RPM: 1386.762. Fuel flow: 0.251 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-804-compressor,data.csv,804,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,805,12.0,4.161,14724.779,1547.47,7807.791,650.242,611.396,1.656,8.91,1.022,0.348,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 805. Ship speed: 12.0 knots. GT RPM: 1547.47. Fuel flow: 0.348 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-805-compressor,data.csv,805,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,806,15.0,5.14,21637.345,1924.331,8501.889,719.012,642.866,2.076,11.075,1.026,0.508,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 806. Ship speed: 15.0 knots. GT RPM: 1924.331. Fuel flow: 0.508 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-806-compressor,data.csv,806,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,807,18.0,6.175,29795.234,2307.301,8836.449,786.523,673.188,2.499,13.21,1.03,0.691,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 807. Ship speed: 18.0 knots. GT RPM: 2307.301. Fuel flow: 0.691 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-807-compressor,data.csv,807,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,808,21.0,7.148,38979.346,2678.076,9136.449,841.288,697.091,2.959,15.5,1.035,0.889,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 808. Ship speed: 21.0 knots. GT RPM: 2678.076. Fuel flow: 0.889 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-808-compressor,data.csv,808,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,809,24.0,8.206,50997.315,3087.62,9320.715,938.69,738.999,3.569,18.408,1.041,1.213,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 809. Ship speed: 24.0 knots. GT RPM: 3087.62. Fuel flow: 1.213 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-809-compressor,data.csv,809,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,810,27.0,9.3,72771.707,3560.422,9783.545,1102.431,786.424,4.488,22.53,1.049,1.804,0.953,0.986,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 810. Ship speed: 27.0 knots. GT RPM: 3560.422. Fuel flow: 1.804 kg/s. Compressor decay: 0.953. Turbine decay: 0.986."
sensor-810-compressor,data.csv,810,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,811,3.0,1.138,6906.802,1386.405,6731.401,649.177,579.01,1.326,7.186,1.019,0.298,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 811. Ship speed: 3.0 knots. GT RPM: 1386.405. Fuel flow: 0.298 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-811-compressor,data.csv,811,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,812,6.0,2.088,5556.119,1347.457,6834.409,594.195,573.5,1.281,6.934,1.019,0.25,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 812. Ship speed: 6.0 knots. GT RPM: 1347.457. Fuel flow: 0.25 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-812-compressor,data.csv,812,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,813,9.0,3.144,8380.077,1386.762,7135.888,594.734,585.125,1.388,7.487,1.02,0.25,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 813. Ship speed: 9.0 knots. GT RPM: 1386.762. Fuel flow: 0.25 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-813-compressor,data.csv,813,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,814,12.0,4.161,14724.999,1547.471,7809.826,649.364,611.236,1.656,8.901,1.022,0.347,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 814. Ship speed: 12.0 knots. GT RPM: 1547.471. Fuel flow: 0.347 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-814-compressor,data.csv,814,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,815,15.0,5.14,21637.566,1924.333,8502.804,718.041,642.685,2.076,11.064,1.026,0.507,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 815. Ship speed: 15.0 knots. GT RPM: 1924.333. Fuel flow: 0.507 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-815-compressor,data.csv,815,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,816,18.0,6.175,29795.562,2307.293,8837.484,785.426,672.968,2.498,13.197,1.03,0.689,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 816. Ship speed: 18.0 knots. GT RPM: 2307.293. Fuel flow: 0.689 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-816-compressor,data.csv,816,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,817,21.0,7.148,38978.949,2678.078,9136.956,840.261,696.922,2.958,15.483,1.035,0.887,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 817. Ship speed: 21.0 knots. GT RPM: 2678.078. Fuel flow: 0.887 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-817-compressor,data.csv,817,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,818,24.0,8.206,50997.22,3087.617,9321.072,937.672,738.839,3.568,18.387,1.041,1.211,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 818. Ship speed: 24.0 knots. GT RPM: 3087.617. Fuel flow: 1.211 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
sensor-818-compressor,data.csv,818,Naval Propulsion Plant,GT Compressor,Compressor decay detected,watch,GT compressor decay coefficient is 0.953.,"Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.",needs_inspection,819,27.0,9.3,72772.009,3560.427,9784.295,1101.549,786.287,4.487,22.503,1.049,1.802,0.953,0.987,"Naval Propulsion Plant GT Compressor Compressor decay detected. Severity: watch. Symptom: GT compressor decay coefficient is 0.953.. Recommended action: Inspect GT compressor efficiency, outlet pressure, outlet temperature, and fouling condition.. Running hours: 819. Ship speed: 27.0 knots. GT RPM: 3560.427. Fuel flow: 1.802 kg/s. Compressor decay: 0.953. Turbine decay: 0.987."
